epoch,categorical_accuracy,covid-precision,covid-recall,false-negatives,false-positives,loss,normal-precision,normal-recall,pneumonia-precision,pneumonia-recall,val_categorical_accuracy,val_covid-precision,val_covid-recall,val_false-negatives,val_false-positives,val_loss,val_normal-precision,val_normal-recall,val_pneumonia-precision,val_pneumonia-recall
44,0.9661777019500732,0.9905751347541809,0.9898135662078857,540.0,518.0,0.102473683655262,0.9494701027870178,0.9640660881996155,0.9604387283325195,0.9423520565032959,0.9397773146629333,0.9485981464385986,0.9508196711540222,241.0,233.0,0.17337319254875183,0.953891932964325,0.9445262551307678,0.9212808609008789,0.9280914068222046
45,0.9660495519638062,0.9913544654846191,0.990973711013794,545.0,519.0,0.10286761820316315,0.9466440677642822,0.9652056694030762,0.9623719453811646,0.9390618801116943,0.9395242929458618,0.9485981464385986,0.9485981464385986,243.0,234.0,0.1769336313009262,0.9525222778320312,0.9455081224441528,0.922304093837738,0.9260255694389343
46,0.9651528000831604,0.987933337688446,0.9907798767089844,555.0,525.0,0.09972371906042099,0.9498201012611389,0.9644299149513245,0.9612128138542175,0.9381245374679565,0.9400303363800049,0.9485981464385986,0.9485981464385986,241.0,230.0,0.17763547599315643,0.9565868377685547,0.9424778819084167,0.9198144674301147,0.9315436482429504
47,0.9649605751037598,0.9900134205818176,0.9907745718955994,557.0,531.0,0.10489840805530548,0.9496484994888306,0.9605996608734131,0.958162248134613,0.9415946006774902,0.9400303363800049,0.9488372206687927,0.9488372206687927,241.0,233.0,0.17686444520950317,0.9547263383865356,0.9434611797332764,0.9202127456665039,0.9301075339317322
48,0.9664979577064514,0.9921108484268188,0.9907763004302979,535.0,514.0,0.10210257768630981,0.9477358460426331,0.9648482799530029,0.9615157842636108,0.9415497183799744,0.9397773146629333,0.9489558935165405,0.9533799290657043,240.0,233.0,0.17677365243434906,0.9542743563652039,0.9439527988433838,0.9207723140716553,0.9288113117218018
49,0.965729296207428,0.991150438785553,0.9900076985359192,546.0,521.0,0.10265640169382095,0.9464185237884521,0.9673328399658203,0.962517261505127,0.937728226184845,0.9397773146629333,0.9488372206687927,0.9532710313796997,240.0,233.0,0.17734551429748535,0.9543197751045227,0.9440078735351562,0.9207195043563843,0.9287634491920471
50,0.9664339423179626,0.9906094074249268,0.9932743906974792,530.0,513.0,0.1006397232413292,0.9498010873794556,0.963674783706665,0.960957407951355,0.9411990642547607,0.9397773146629333,0.9487179517745972,0.9509345889091492,242.0,234.0,0.1758943498134613,0.9524517059326172,0.9454277157783508,0.9224599003791809,0.926174521446228
51,0.966690182685852,0.9892720580101013,0.9926950931549072,534.0,511.0,0.09819157421588898,0.9496212005615234,0.963674783706665,0.9628537893295288,0.9410296082496643,0.9392712712287903,0.9488372206687927,0.9510489702224731,244.0,235.0,0.17669661343097687,0.9533267021179199,0.9439527988433838,0.9206137657165527,0.9267964959144592
52,0.9664339423179626,0.9913610816001892,0.9925042986869812,531.0,506.0,0.0999196320772171,0.949130117893219,0.9650067090988159,0.9622715711593628,0.9404647350311279,0.939018189907074,0.9508196711540222,0.9485981464385986,244.0,234.0,0.17638561129570007,0.9529003500938416,0.9444717168807983,0.921228289604187,0.9267964959144592
53,0.9667541980743408,0.9904085993766785,0.9919308423995972,528.0,510.0,0.09768736362457275,0.9499905109405518,0.964237630367279,0.9615761637687683,0.9423630833625793,0.9392712712287903,0.9484777450561523,0.9484777450561523,245.0,234.0,0.17735137045383453,0.9538232088088989,0.9435166716575623,0.9206666946411133,0.9274681210517883
54,0.9659214615821838,0.9911640286445618,0.9919261932373047,543.0,516.0,0.10070523619651794,0.9486839771270752,0.9630911350250244,0.960957407951355,0.9406567811965942,0.9400303363800049,0.9489558935165405,0.9511628150939941,240.0,230.0,0.17652030289173126,0.9561753273010254,0.9434889554977417,0.9201596975326538,0.9300605058670044
55,0.9650246500968933,0.9896193742752075,0.9890490174293518,555.0,530.0,0.10277484357357025,0.9468225240707397,0.9653912782669067,0.961818516254425,0.938904881477356,0.9402834177017212,0.9487179517745972,0.9531615972518921,240.0,231.0,0.17379938066005707,0.9557434320449829,0.9435444474220276,0.9201596975326538,0.9294354915618896
56,0.9661136269569397,0.9913561344146729,0.9915465712547302,537.0,514.0,0.1009070873260498,0.9472196102142334,0.9656034111976624,0.9627732634544373,0.939638614654541,0.9405364394187927,0.9487179517745972,0.9509345889091492,239.0,229.0,0.17806243896484375,0.9566733241081238,0.9430534839630127,0.920265793800354,0.9314054846763611
57,0.9652168154716492,0.9902223944664001,0.9926965236663818,557.0,526.0,0.09850859642028809,0.9455846548080444,0.9646561741828918,0.9631901979446411,0.9356017112731934,0.9395242929458618,0.9488372206687927,0.9510489702224731,241.0,232.0,0.17757688462734222,0.9556552171707153,0.9429695010185242,0.9196547269821167,0.9301544427871704
58,0.9659214615821838,0.9923195242881775,0.9923195242881775,541.0,512.0,0.09856951236724854,0.9497153759002686,0.9624999761581421,0.9594435691833496,0.9411877989768982,0.9392712712287903,0.9488372206687927,0.9532710313796997,240.0,232.0,0.1781926304101944,0.9556772708892822,0.9429975152015686,0.9196547269821167,0.9301544427871704
59,0.966690182685852,0.9902205467224121,0.9923136234283447,532.0,508.0,0.09657859802246094,0.9510900378227234,0.9640660881996155,0.960957407951355,0.941379964351654,0.939018189907074,0.9485981464385986,0.9508196711540222,242.0,235.0,0.1793041080236435,0.9565651416778564,0.9410609006881714,0.9167767763137817,0.9321692585945129
60,0.965729296207428,0.9896352887153625,0.9907763004302979,544.0,523.0,0.09984995424747467,0.9503317475318909,0.9632974863052368,0.9594514966011047,0.941379964351654,0.9402834177017212,0.9490740895271301,0.9534883499145508,240.0,231.0,0.17648904025554657,0.9552238583564758,0.9434889554977417,0.9207195043563843,0.9293880462646484
61,0.966690182685852,0.9898389577865601,0.9921214580535889,536.0,505.0,0.09942909330129623,0.9492712616920471,0.9638670086860657,0.9637866616249084,0.9410068988800049,0.9395242929458618,0.9510489702224731,0.9510489702224731,241.0,231.0,0.17741389572620392,0.9552015662193298,0.9434611797332764,0.9202127456665039,0.9294828772544861
62,0.9661777019500732,0.9905949831008911,0.9913561344146729,538.0,516.0,0.09684380888938904,0.9475768208503723,0.9661603569984436,0.9627659320831299,0.9390853047370911,0.9387651681900024,0.9509345889091492,0.9509345889091492,244.0,235.0,0.1792713701725006,0.9564999938011169,0.9400491118431091,0.9161716103553772,0.9321692585945129
63,0.9666261076927185,0.9907851815223694,0.9919277429580688,534.0,509.0,0.09757185727357864,0.9481425881385803,0.9659942388534546,0.963342547416687,0.9394580125808716,0.9395242929458618,0.9508196711540222,0.9508196711540222,241.0,231.0,0.17840313911437988,0.9556993246078491,0.943025529384613,0.9196547269821167,0.9301544427871704
64,0.9670745134353638,0.9907763004302979,0.9913477897644043,527.0,506.0,0.09963543713092804,0.9486985802650452,0.9661928415298462,0.9634146094322205,0.9411990642547607,0.9400303363800049,0.9510489702224731,0.9488372206687927,241.0,230.0,0.17703445255756378,0.9552461504936218,0.94398033618927,0.9207195043563843,0.9293880462646484
65,0.9671385288238525,0.9905931949615479,0.9917355179786682,525.0,504.0,0.09870345890522003,0.9508538842201233,0.9629131555557251,0.9616513252258301,0.9444658160209656,0.9402834177017212,0.9508196711540222,0.9508196711540222,238.0,228.0,0.17421211302280426,0.9562624096870422,0.9445262551307678,0.9208250045776367,0.9301075339317322
66,0.9673307538032532,0.9921259880065918,0.9921259880065918,522.0,500.0,0.09917915612459183,0.9478244781494141,0.9667627215385437,0.9641237854957581,0.9407578110694885,0.9400303363800049,0.9487179517745972,0.9509345889091492,239.0,231.0,0.17752383649349213,0.9548386931419373,0.9445262551307678,0.9213333129882812,0.9293880462646484
67,0.9662417769432068,0.9892781972885132,0.9932718276977539,535.0,514.0,0.09827033430337906,0.9498201012611389,0.9640591740608215,0.9620527029037476,0.9398770928382874,0.9402834177017212,0.9488372206687927,0.9510489702224731,240.0,231.0,0.17878052592277527,0.9561315774917603,0.9429695010185242,0.9197080135345459,0.9308260679244995
68,0.9661136269569397,0.9915433526039124,0.9915433526039124,543.0,515.0,0.09535911679267883,0.948703408241272,0.9632903933525085,0.9607612490653992,0.9408261179924011,0.9400303363800049,0.9508196711540222,0.9485981464385986,242.0,229.0,0.17885306477546692,0.9565868377685547,0.942014753818512,0.9197613000869751,0.9314976334571838
69,0.9669463634490967,0.990395724773407,0.991729199886322,529.0,506.0,0.09501869976520538,0.950776219367981,0.9650269150733948,0.9615686535835266,0.9416282773017883,0.9395242929458618,0.9508196711540222,0.9508196711540222,240.0,230.0,0.17892614006996155,0.9566301107406616,0.9425343871116638,0.919151782989502,0.9314976334571838
70,0.9667541980743408,0.9900249242782593,0.9915465712547302,526.0,509.0,0.09881915152072906,0.9519376754760742,0.9630982279777527,0.960132896900177,0.9442629218101501,0.9402834177017212,0.9510489702224731,0.9488372206687927,239.0,226.0,0.17634516954421997,0.9557434320449829,0.9444717168807983,0.9226150512695312,0.9300605058670044
71,0.9667541980743408,0.9915335774421692,0.990009605884552,530.0,510.0,0.09900672733783722,0.949999988079071,0.9644299149513245,0.9605005979537964,0.9437080025672913,0.9402834177017212,0.9508196711540222,0.9508196711540222,239.0,229.0,0.1730794906616211,0.9553127884864807,0.9445262551307678,0.9213857650756836,0.9294354915618896
72,0.9686759114265442,0.9919277429580688,0.9917371273040771,502.0,483.0,0.09488262236118317,0.9492194652557373,0.9698308706283569,0.9662854671478271,0.9419565796852112,0.9395242929458618,0.9487179517745972,0.9509345889091492,240.0,232.0,0.17822451889514923,0.9561971426010132,0.9430534839630127,0.9189907312393188,0.9307330250740051
73,0.9663698673248291,0.9909858107566833,0.9925086498260498,534.0,513.0,0.09859643131494522,0.9490916132926941,0.9640522599220276,0.9613118767738342,0.9408034086227417,0.9402834177017212,0.9487179517745972,0.9509345889091492,239.0,230.0,0.1782301813364029,0.9561534523963928,0.9434611797332764,0.9203715920448303,0.9308724999427795
74,0.9667541980743408,0.990973711013794,0.9917355179786682,525.0,506.0,0.10148561745882034,0.9507389068603516,0.9642582535743713,0.9610338807106018,0.9431206583976746,0.9405364394187927,0.9510489702224731,0.9488372206687927,239.0,228.0,0.17776943743228912,0.9566084742546082,0.9429695010185242,0.9203715920448303,0.9321236610412598
75,0.9662417769432068,0.9923076629638672,0.9917355179786682,534.0,508.0,0.0977497473359108,0.949924111366272,0.9621517658233643,0.9601017236709595,0.9434941411018372,0.9395242929458618,0.9510489702224731,0.9510489702224731,241.0,231.0,0.17789554595947266,0.9561097025871277,0.9424778819084167,0.9190981388092041,0.9308260679244995
76,0.9664339423179626,0.9917164444923401,0.9894291758537292,541.0,516.0,0.09906048327684402,0.9484419226646423,0.9650269150733948,0.9607843160629272,0.9415833950042725,0.9397773146629333,0.9509345889091492,0.9509345889091492,239.0,230.0,0.17761549353599548,0.9561971426010132,0.9435166716575623,0.9196547269821167,0.9307795763015747
77,0.9675869345664978,0.9907745718955994,0.9911555647850037,515.0,491.0,0.097866952419281,0.9511918425559998,0.9659942388534546,0.9637112617492676,0.9439001083374023,0.9395242929458618,0.9487179517745972,0.9509345889091492,240.0,231.0,0.17770925164222717,0.9547488689422607,0.9439527988433838,0.9214903712272644,0.9295302033424377
78,0.9673947691917419,0.9892823100090027,0.9928928017616272,521.0,500.0,0.0983346700668335,0.9502647519111633,0.9661603569984436,0.9643490314483643,0.940814733505249,0.9395242929458618,0.9488372206687927,0.9510489702224731,242.0,232.0,0.17795182764530182,0.9561097025871277,0.9424778819084167,0.9190444350242615,0.9301544427871704
79,0.9682915806770325,0.992511510848999,0.9930835962295532,511.0,483.0,0.09478414803743362,0.9521912336349487,0.9644504189491272,0.962382435798645,0.9442521929740906,0.9392712712287903,0.9488372206687927,0.9532710313796997,244.0,235.0,0.17774097621440887,0.9537543654441833,0.9425061345100403,0.9201065301895142,0.9281396865844727
80,0.9682915806770325,0.9905968308448792,0.992501437664032,508.0,481.0,0.09576862305402756,0.952471137046814,0.9663785099983215,0.9644540548324585,0.9435158371925354,0.9392712712287903,0.9508196711540222,0.9508196711540222,241.0,231.0,0.17812837660312653,0.9561534523963928,0.9425343871116638,0.9190981388092041,0.9308260679244995
81,0.9671385288238525,0.9907851815223694,0.9917371273040771,525.0,502.0,0.09755929559469223,0.9506056308746338,0.9655901789665222,0.9621196985244751,0.9417867660522461,0.9402834177017212,0.9489558935165405,0.9511628150939941,237.0,228.0,0.176950141787529,0.9575848579406738,0.9429975152015686,0.9197613000869751,0.9327505230903625
82,0.9660495519638062,0.9901885390281677,0.9896174073219299,540.0,519.0,0.10241132229566574,0.9506641626358032,0.9627209901809692,0.9593908786773682,0.9439108967781067,0.9402834177017212,0.9509345889091492,0.9531615972518921,238.0,229.0,0.17589843273162842,0.9571499824523926,0.9430534839630127,0.9190981388092041,0.9314516186714172
83,0.9672026038169861,0.9913561344146729,0.9911657571792603,522.0,499.0,0.09714873880147934,0.9476951956748962,0.9682814478874207,0.9652654528617859,0.9402152895927429,0.9395242929458618,0.9488372206687927,0.9532710313796997,240.0,231.0,0.17763566970825195,0.9557434320449829,0.9435444474220276,0.9201065301895142,0.9293880462646484
84,0.9675869345664978,0.9902148842811584,0.9919277429580688,514.0,494.0,0.09649945795536041,0.9505100250244141,0.9673202633857727,0.9644051194190979,0.9419900178909302,0.9402834177017212,0.9530516266822815,0.9485981464385986,239.0,227.0,0.178816556930542,0.9566084742546082,0.9429695010185242,0.9204771518707275,0.9322147369384766
85,0.9674588441848755,0.9905986189842224,0.9923121333122253,515.0,496.0,0.09903217852115631,0.9509933590888977,0.9657955169677734,0.9631010890007019,0.9429284930229187,0.9402834177017212,0.9510489702224731,0.9488372206687927,241.0,228.0,0.17784959077835083,0.9566084742546082,0.9429695010185242,0.920265793800354,0.9307795763015747
86,0.9657933712005615,0.9902148842811584,0.9917371273040771,542.0,525.0,0.10190453380346298,0.9471498727798462,0.9642582535743713,0.9618410468101501,0.9398424029350281,0.9392712712287903,0.9509345889091492,0.9487179517745972,242.0,232.0,0.17767593264579773,0.9547263383865356,0.9434611797332764,0.9202127456665039,0.9294828772544861
87,0.9659855365753174,0.9903697967529297,0.9886560440063477,542.0,522.0,0.09993992000818253,0.947477400302887,0.9673265218734741,0.9620601534843445,0.939888596534729,0.9397773146629333,0.9530516266822815,0.9485981464385986,241.0,229.0,0.17691628634929657,0.9552461504936218,0.9435166716575623,0.9208250045776367,0.9301075339317322
88,0.9668182730674744,0.9903993606567383,0.9919230937957764,529.0,507.0,0.09716956317424774,0.9507575631141663,0.9640868306159973,0.961380124092102,0.9423520565032959,0.9395242929458618,0.9487179517745972,0.9509345889091492,241.0,232.0,0.17818176746368408,0.9552015662193298,0.9434611797332764,0.920265793800354,0.9295302033424377
